time,open,high,low,close,volume
1770465600,100489000,101136000,101136000,100360000,8.73519819
1770465900,101136000,101693000,101700000,100970000,8.60484137
1770466200,101694000,101908000,101932000,101367000,15.4480566
1770466500,101909000,103315000,103400000,101650000,22.0623439
1770466800,103316000,102472000,103354000,102344000,15.66751703
1770467100,102472000,102644000,102845000,102337000,9.81772355
1770467400,102645000,103000000,103493000,102612000,12.47728972
1770467700,103000000,102530000,103092000,102530000,10.19205058
1770468000,102530000,102244000,102650000,102202000,6.73411436
1770468300,102244000,102329000,102436000,102069000,7.09800327
1770468600,102329000,101769000,102416000,101753000,8.36814912
1770468900,101769000,102053000,102088000,101735000,8.16024455
1770469200,102079000,102270000,102439000,101914000,7.06937558
1770469500,102270000,102289000,102332000,102090000,5.87039961
1770469800,102327000,102052000,102332000,102000000,1.91216346
1770470100,102052000,102331000,102377000,102033000,4.97078343
1770470400,102331000,102405000,102449000,102165000,2.18663486
1770470700,102449000,102561000,102568000,102397000,3.64062648
1770471000,102561000,102300000,102686000,102151000,4.92109466
1770471300,102300000,101934000,102478000,101934000,3.15006683
1770471600,101943000,101976000,102135000,101904000,2.78689705
1770471900,102000000,102126000,102140000,101946000,2.76941865
1770472200,102122000,102156000,102233000,102049000,2.50356274
1770472500,102206000,102241000,102241000,102122000,1.19647146
1770472800,102241000,102300000,102300000,102191000,0.47709393
1770473100,102300000,102234000,102300000,102145000,1.78594226
1770473400,102267000,102129000,102357000,102065000,3.41631965
1770473700,102167000,102138000,102207000,101960000,2.80879722
1770474000,102138000,102202000,102223000,102094000,1.37403405
1770474300,102200000,102120000,102276000,102120000,1.5353168
1770474600,102119000,102022000,102182000,102022000,0.8626594
1770474900,102024000,101403000,102115000,101400000,5.04816212
1770475200,101469000,101791000,101905000,101469000,2.70125409
1770475500,101791000,101326000,101850000,101200000,3.40651745
1770475800,101316000,101440000,101678000,101278000,1.41037682
1770476100,101440000,101616000,101640000,101415000,1.73465158
1770476400,101616000,102157000,102174000,101500000,4.35579165
1770476700,102157000,102161000,102263000,102000000,4.56296182
1770477000,102160000,102355000,102369000,101958000,3.46023475
1770477300,102363000,102300000,102450000,102138000,1.48553876
1770477600,102300000,102667000,102800000,102241000,6.25963688
1770477900,102667000,102550000,102667000,102388000,2.19440433
1770478200,102549000,102922000,103195000,102421000,7.24290112
1770478500,102922000,102978000,103030000,102810000,2.58244476
1770478800,102978000,102614000,102994000,102601000,3.13257993
1770479100,102613000,102586000,102766000,102522000,2.08702302
1770479400,102642000,102318000,102642000,102240000,6.02529085
1770479700,102316000,102356000,102399000,102261000,1.17122482
1770480000,102400000,102403000,102562000,102356000,3.01587822
1770480300,102445000,102774000,103302000,102239000,31.73997803
1770480600,102844000,102770000,103026000,102491000,22.17102807
1770480900,102782000,102658000,103218000,102578000,8.7306637
1770481200,102658000,102770000,102793000,102608000,2.85688275
1770481500,102771000,102586000,102807000,102546000,1.77782897
1770481800,102586000,102695000,102793000,102548000,1.30666674
1770482100,102697000,102718000,102718000,102386000,2.78406542
1770482400,102718000,102587000,102718000,102481000,1.28589513
1770482700,102587000,102350000,102637000,102300000,1.45713543
1770483000,102350000,102207000,102351000,102100000,2.58016439
1770483300,102207000,102127000,102251000,101999000,3.93138104
1770483600,102127000,102257000,102285000,102047000,2.5326542
1770483900,102261000,101944000,102268000,101865000,2.28396588
1770484200,101943000,101801000,101957000,101700000,1.71872273
1770484500,101801000,101950000,101950000,101561000,2.16916067
1770484800,101950000,102061000,102061000,101943000,1.24523164
1770485100,102061000,102293000,102341000,102000000,1.25018913
1770485400,102293000,102136000,102311000,102119000,0.78872971
1770485700,102136000,102680000,102680000,102123000,2.34952777
1770486000,102680000,102560000,102684000,102435000,0.90621399
1770486300,102611000,102544000,102620000,102475000,0.41147961
1770486600,102544000,102318000,102550000,102311000,1.10903736
1770486900,102353000,102466000,102474000,102259000,0.90822867
1770487200,102473000,102379000,102514000,102330000,0.76844073
1770487500,102426000,102209000,102482000,102209000,0.69461344
1770487800,102209000,102158000,102264000,102131000,0.42280312
1770488100,102204000,102489000,102514000,102158000,0.61628503
1770488400,102489000,102550000,102789000,102419000,1.19810544
1770488700,102550000,102542000,102550000,102360000,0.9034373
1770489000,102542000,102820000,102820000,102485000,0.8367502
1770489300,102820000,102764000,102948000,102691000,1.11628211
1770489600,102764000,102844000,102844000,102602000,0.35249771
1770489900,102838000,103000000,103000000,102704000,1.34365901
1770490200,103000000,102836000,103008000,102794000,0.78143028
1770490500,102836000,102832000,102836000,102668000,1.244661
1770490800,102832000,102779000,102845000,102655000,2.27840696
1770491100,102779000,102662000,102886000,102648000,0.74675498
1770491400,102662000,102663000,102666000,102500000,4.2130698
1770491700,102650000,102661000,102668000,102579000,0.69071737
1770492000,102668000,102820000,102827000,102623000,0.60057523
1770492300,102827000,102725000,102827000,102699000,0.72498757
1770492600,102725000,102642000,102725000,102535000,0.73959547
1770492900,102642000,102768000,102802000,102588000,0.49167986
1770493200,102768000,102653000,102775000,102644000,0.23145164
1770493500,102651000,102778000,102820000,102637000,0.79849182
1770493800,102778000,102712000,102793000,102666000,0.16416977
1770494100,102707000,102646000,102721000,102543000,0.7313046
1770494400,102584000,102690000,102690000,102538000,0.401842
1770494700,102690000,102554000,102690000,102544000,0.24721898
1770495000,102554000,102580000,102645000,102502000,0.62836436
1770495300,102588000,102604000,102635000,102554000,0.05687318
1770495600,102604000,102685000,102700000,102556000,0.29269071
1770495900,102685000,102771000,102771000,102665000,0.59847977
1770496200,102771000,102835000,102835000,102699000,0.7316441
1770496500,102835000,102900000,102912000,102801000,0.69180834
1770496800,102912000,102847000,102912000,102847000,0.35853464
1770497100,102847000,102905000,102942000,102836000,0.88066867
1770497400,102905000,102983000,103064000,102886000,1.26724401
1770497700,102994000,102985000,102999000,102845000,2.36228618
1770498000,102985000,102830000,103050000,102800000,0.75991457
1770498300,102830000,102831000,102895000,102784000,0.1382834
1770498600,102866000,102852000,102925000,102831000,0.23028365
1770498900,102900000,102819000,102900000,102718000,0.76030017
1770499200,102847000,102891000,102896000,102819000,0.15311338
1770499500,102896000,102888000,102979000,102888000,1.54928016
1770499800,102887000,103026000,103030000,102833000,0.54788208
1770500100,103026000,102879000,103026000,102879000,1.17802775
1770500400,102889000,102806000,102912000,102806000,0.38361639
1770500700,102801000,102780000,102835000,102600000,1.55549016
1770501000,102782000,102781000,102800000,102780000,0.18947329
1770501300,102793000,102800000,102820000,102722000,0.98301901
1770501600,102820000,102858000,102858000,102755000,0.40552617
1770501900,102861000,103060000,103100000,102845000,1.0944668
1770502200,103059000,102902000,103059000,102798000,2.46076734
1770502500,102902000,102848000,102922000,102698000,1.83988071
1770502800,102847000,102800000,102882000,102741000,0.43199145
1770503100,102800000,102853000,102853000,102770000,1.71913124
1770503400,102870000,102836000,102870000,102810000,0.6846385
1770503700,102836000,102766000,102836000,102657000,2.98634546
1770504000,102766000,102711000,102820000,102679000,0.51431978
1770504300,102711000,102650000,102736000,102597000,1.99347031
1770504600,102650000,102769000,102783000,102600000,1.0256168
1770504900,102769000,102701000,102780000,102700000,0.72182384
1770505200,102701000,102426000,102722000,102403000,2.73273759
1770505500,102409000,102070000,102426000,101960000,5.40414436
1770505800,102069000,102217000,102233000,102020000,2.23104309
1770506100,102217000,101985000,102234000,101985000,5.89649915
1770506400,101985000,101985000,101985000,101774000,2.55747506
1770506700,101985000,102172000,102233000,101973000,1.55999964
1770507000,102168000,102213000,102238000,102142000,1.06153619
1770507300,102213000,102392000,102418000,102205000,3.0920415
1770507600,102392000,102444000,102444000,102372000,2.10105073
1770507900,102445000,102586000,102592000,102435000,1.20392658
1770508200,102587000,102535000,102629000,102535000,2.98031502
1770508500,102535000,102490000,102553000,102447000,1.45855057
1770508800,102500000,102639000,102639000,102282000,1.72824837
1770509100,102639000,102730000,102755000,102602000,3.72982288
1770509400,102730000,102690000,102730000,102571000,1.91340524
1770509700,102690000,102417000,102690000,102415000,2.30932374
1770510000,102417000,102291000,102477000,102278000,1.61288715
1770510300,102291000,102279000,102412000,102255000,1.38952762
1770510600,102309000,102224000,102313000,102224000,1.4263863
1770510900,102249000,102300000,102381000,102166000,2.84204417
1770511200,102336000,102163000,102336000,102018000,2.91271201
1770511500,102163000,102334000,102334000,102056000,3.25619799
1770511800,102334000,102178000,102388000,102178000,2.44606395
1770512100,102177000,102311000,102341000,102126000,4.29962217
1770512400,102311000,102436000,102436000,102260000,2.0400898
1770512700,102436000,102512000,102534000,102382000,1.88930432
1770513000,102512000,102607000,102631000,102467000,1.86555923
1770513300,102628000,102559000,102628000,102428000,0.9666416
1770513600,102559000,102359000,102559000,102359000,2.18124519
1770513900,102400000,102291000,102401000,102290000,1.15691415
1770514200,102300000,102445000,102481000,102286000,0.92953465
1770514500,102471000,102643000,102645000,102445000,1.83690147
1770514800,102643000,102587000,102645000,102527000,3.21845969
1770515100,102587000,102561000,102678000,102554000,2.09914569
1770515400,102567000,102747000,102811000,102554000,1.58392204
1770515700,102747000,102664000,102747000,102601000,2.83987524
1770516000,102664000,102538000,102741000,102500000,5.06487867
1770516300,102538000,102741000,102748000,102524000,1.77715556
1770516600,102681000,102725000,102773000,102614000,1.96693385
1770516900,102733000,102779000,102779000,102656000,3.04524094
1770517200,102779000,103039000,103080000,102778000,5.69698974
1770517500,103039000,102849000,103039000,102770000,3.5989332
1770517800,102850000,102731000,102987000,102724000,1.54944023
1770518100,102731000,102645000,102732000,102578000,1.7405197
1770518400,102645000,102640000,102645000,102570000,0.68767798
1770518700,102640000,102633000,102687000,102561000,2.67311144
1770519000,102687000,102541000,102732000,102500000,1.88544217
1770519300,102545000,102705000,102731000,102500000,0.41579227
1770519600,102731000,102655000,102816000,102655000,1.45120653
1770519900,102692000,102573000,102730000,102569000,1.04453913
1770520200,102642000,102617000,102680000,102528000,0.83635228
1770520500,102620000,102560000,102620000,102560000,0.23880908
1770520800,102560000,102700000,102803000,102560000,1.88412131
1770521100,102790000,102730000,102801000,102700000,0.9018048
1770521400,102730000,102793000,102793000,102654000,1.13030994
1770521700,102793000,102646000,102793000,102646000,0.96928396
1770522000,102732000,102615000,102733000,102615000,0.64257106
1770522300,102615000,102568000,102674000,102568000,2.25276928
1770522600,102584000,102530000,102584000,102520000,3.92728363
1770522900,102529000,102474000,102530000,102400000,6.88829279
1770523200,102474000,102440000,102476000,102409000,0.62932592
1770523500,102440000,102526000,102530000,102439000,0.65423523
1770523800,102526000,102413000,102526000,102413000,3.50095398
1770524100,102439000,102439000,102442000,102281000,6.6150628
1770524400,102439000,102600000,102600000,102413000,1.88332793
1770524700,102600000,102530000,102644000,102530000,0.78559841
1770525000,102557000,102542000,102563000,102530000,0.89218238
1770525300,102541000,102560000,102562000,102421000,1.57286668
1770525600,102562000,102513000,102600000,102513000,0.30707383
1770525900,102552000,102513000,102552000,102431000,0.71872057
1770526200,102513000,102513000,102513000,102475000,2.74684866
1770526500,102513000,102587000,102587000,102489000,1.85757876
1770526800,102597000,102524000,102608000,102489000,0.37324094
1770527100,102524000,102574000,102587000,102498000,0.54804449
1770527400,102574000,102702000,102702000,102551000,1.35229252
1770527700,102702000,102690000,102717000,102672000,0.48565803
1770528000,102690000,102546000,102690000,102510000,0.84768274
1770528300,102546000,102546000,102597000,102508000,0.60923193
1770528600,102564000,102531000,102564000,102500000,1.03969696
1770528900,102531000,102540000,102541000,102461000,0.85112105
1770529200,102540000,102402000,102540000,102400000,0.66467495
1770529500,102434000,102482000,102519000,102402000,0.52384736
1770529800,102516000,102424000,102516000,102405000,0.45172696
1770530100,102431000,102454000,102476000,102423000,0.37218004
1770530400,102454000,102377000,102514000,102375000,3.91669396
1770530700,102377000,102377000,102450000,102286000,1.64105764
1770531000,102377000,102660000,102705000,102319000,2.86929901
1770531300,102666000,102680000,102697000,102515000,2.51496819
1770531600,102680000,102683000,102720000,102637000,0.79701385
1770531900,102683000,102730000,102730000,102661000,0.82517445
1770532200,102730000,102611000,102730000,102611000,0.87749558
1770532500,102610000,102621000,102631000,102597000,1.05729241
1770532800,102640000,102601000,102655000,102599000,0.95909486
1770533100,102606000,102700000,102740000,102606000,2.10865008
1770533400,102707000,102700000,102721000,102648000,2.87412138
1770533700,102700000,102738000,102738000,102640000,0.74678567
1770534000,102738000,102712000,102755000,102653000,0.96564896
1770534300,102731000,102643000,102734000,102640000,1.29436553
1770534600,102640000,102794000,102800000,102600000,2.846382
1770534900,102792000,102813000,102849000,102700000,3.15011467
1770535200,102819000,102854000,102858000,102714000,0.81518867
1770535500,102858000,102897000,102900000,102819000,2.44090472
1770535800,102897000,103012000,103014000,102888000,3.93034212
1770536100,103014000,103012000,103100000,103012000,2.67552443
1770536400,103012000,102967000,103012000,102962000,1.12550397
1770536700,102967000,103030000,103030000,102966000,1.3822781
1770537000,103030000,103067000,103092000,103019000,1.71217207
1770537300,103067000,103216000,103216000,103067000,4.00424783
1770537600,103218000,103430000,103451000,103198000,4.93347697
1770537900,103430000,103368000,103450000,103312000,3.67071497
1770538200,103368000,103193000,103368000,103053000,2.10943897
1770538500,103183000,103027000,103200000,103018000,0.92252148
1770538800,103034000,103750000,103750000,103034000,6.49079678
1770539100,103750000,104049000,104143000,103679000,10.70218323
1770539400,104049000,104747000,104747000,103874000,15.68953798
1770539700,104747000,104386000,104750000,104317000,8.90600676
1770540000,104404000,104241000,104415000,104240000,9.73849445
1770540300,104240000,104527000,104536000,104093000,6.99715081
1770540600,104538000,104547000,104547000,104437000,5.83198239
1770540900,104547000,104700000,104788000,104513000,5.14568145
1770541200,104700000,104565000,104791000,104515000,4.18224131
1770541500,104565000,104633000,104748000,104515000,4.1955372
1770541800,104633000,104368000,104633000,104350000,5.45228808
1770542100,104368000,104531000,104538000,104302000,7.31569981
1770542400,104537000,104523000,104541000,104408000,5.63195139
1770542700,104523000,104527000,104543000,104420000,1.25259019
1770543000,104543000,104360000,104698000,104357000,5.30518333
1770543300,104360000,104318000,104439000,104081000,4.76987822
1770543600,104304000,104073000,104369000,104073000,2.53824361
1770543900,104073000,104043000,104155000,104000000,2.58414561
1770544200,104101000,104055000,104108000,103900000,4.47781142
1770544500,104055000,103998000,104190000,103998000,1.39275932
1770544800,104019000,104184000,104350000,103998000,2.42171033
1770545100,104184000,104438000,104491000,104180000,1.85462368
1770545400,104393000,104351000,104439000,104297000,1.2579496
1770545700,104351000,104329000,104439000,104309000,0.94354052
1770546000,104329000,103766000,104347000,103752000,6.94628781
1770546300,103779000,103959000,104105000,103724000,2.8963061
1770546600,103959000,103975000,104053000,103934000,1.66734592
1770546900,103988000,104224000,104265000,103988000,2.53435041
1770547200,104250000,104264000,104264000,104147000,1.67240902
1770547500,104239000,104292000,104337000,104186000,1.99742219
1770547800,104292000,104316000,104414000,104281000,2.2434774
1770548100,104318000,104280000,104318000,104245000,1.29843508
1770548400,104280000,104444000,104451000,104220000,2.60344435
1770548700,104444000,104492000,104568000,104444000,2.94373553
1770549000,104492000,104616000,104629000,104333000,10.24250878
1770549300,104616000,104784000,105000000,104616000,9.73181887
1770549600,104784000,104739000,104853000,104700000,9.37207916
1770549900,104739000,104932000,104932000,104711000,3.68089076
1770550200,104910000,105091000,105247000,104868000,7.11038027
1770550500,105091000,105157000,105253000,105030000,4.58018688
1770550800,105157000,105200000,105236000,105096000,3.33255297
1770551100,105200000,105320000,105362000,105065000,7.0699643
1770551400,105356000,105417000,105551000,105308000,8.9110423
1770551700,105417000,105350000,105435000,105231000,8.88354538
1770552000,105350000,105287000,105370000,105128000,3.72121767
1770552300,105287000,105228000,105363000,105123000,3.37762802
1770552600,105228000,105103000,105285000,105027000,2.94847015
1770552900,105103000,105104000,105255000,105027000,4.05049591
1770553200,105110000,105032000,105161000,105032000,3.44060763
1770553500,105030000,105247000,105247000,105024000,3.35174706
1770553800,105247000,105132000,105249000,105131000,2.04942336
1770554100,105132000,105310000,105390000,105002000,4.00296709
1770554400,105310000,105085000,105330000,105001000,3.68533338
1770554700,105085000,105410000,105446000,105025000,5.14507586
1770555000,105409000,105493000,105520000,105299000,4.22400774
1770555300,105493000,105750000,105752000,105333000,10.14819675
1770555600,105745000,105562000,105842000,105461000,8.55784076
1770555900,105567000,105535000,105567000,105435000,1.98107975
1770556200,105535000,105656000,105706000,105534000,2.49685092
1770556500,105703000,105991000,105991000,105645000,5.26051244
1770556800,105990000,106067000,106067000,105927000,12.15994572
1770557100,106067000,106200000,106209000,106009000,8.72442859
1770557400,106199000,106000000,106236000,106000000,7.30872296
1770557700,106000000,105784000,106029000,105739000,3.99123182
1770558000,105784000,105790000,105999000,105720000,3.23468714
1770558300,105793000,105946000,105999000,105790000,2.68253159
1770558600,105946000,106080000,106089000,105945000,2.32659944
1770558900,106089000,106200000,106200000,105991000,6.16942399
1770559200,106200000,106151000,106272000,106151000,6.69572702
1770559500,106151000,105979000,106164000,105979000,3.15244993
1770559800,105991000,106088000,106135000,105965000,3.36543396
1770560100,106088000,105923000,106179000,105825000,7.18920935
1770560400,105855000,105751000,105923000,105751000,3.42794179
1770560700,105751000,105746000,105876000,105730000,4.35296434
1770561000,105778000,105866000,105866000,105778000,2.54206866
1770561300,105866000,105846000,105893000,105820000,2.37507862
1770561600,105842000,105514000,105859000,105514000,4.56274563
1770561900,105534000,105565000,105622000,105515000,2.60207512
1770562200,105565000,105664000,105665000,105558000,3.34307361
1770562500,105664000,105637000,105672000,105545000,3.77485775
1770562800,105637000,105761000,105994000,105622000,7.95310296
1770563100,105761000,105876000,105969000,105701000,9.79916576
1770563400,105941000,105942000,106009000,105867000,7.9065735
1770563700,105941000,105796000,105941000,105671000,6.87608523
1770564000,105813000,105629000,106035000,105617000,7.21891744
1770564300,105635000,105241000,105643000,105012000,17.50148244
1770564600,105210000,105611000,105617000,105168000,7.68608685
1770564900,105611000,105561000,105647000,105435000,3.79700454
1770565200,105564000,105638000,105745000,105553000,4.3525068
1770565500,105638000,105398000,105639000,105398000,3.28951676
1770565800,105398000,105431000,105539000,105314000,2.94146425
1770566100,105433000,105638000,105638000,105433000,2.44482915
1770566400,105638000,105719000,105745000,105458000,4.6122545
1770566700,105712000,105523000,105745000,105480000,3.29150645
1770567000,105523000,105364000,105547000,105364000,2.12187897
1770567300,105374000,105574000,105576000,105374000,2.86904475
1770567600,105574000,105632000,105702000,105574000,5.8863007
1770567900,105632000,105614000,105668000,105595000,2.69566811
1770568200,105608000,105511000,105627000,105511000,1.13385914
1770568500,105511000,105344000,105553000,105344000,2.21333812
1770568800,105344000,105058000,105344000,105058000,3.68015389
1770569100,105063000,104602000,105134000,104602000,12.03865556
1770569400,104602000,104599000,104864000,104442000,12.48247519
1770569700,104600000,104572000,104780000,104524000,3.43886666
1770570000,104589000,104947000,104947000,104557000,3.55007817
1770570300,104946000,105069000,105077000,104901000,3.37433774
1770570600,105069000,104919000,105070000,104919000,1.10308296
1770570900,104919000,105168000,105287000,104905000,4.03045642
1770571200,105177000,104730000,105257000,104717000,3.24773618
1770571500,104721000,104834000,104947000,104709000,0.96103373
1770571800,104834000,105017000,105029000,104819000,3.16198503
1770572100,105033000,105001000,105118000,105000000,1.01681906
1770572400,105001000,105109000,105160000,104976000,2.47547854
1770572700,105112000,105115000,105160000,105025000,1.37924447
1770573000,105115000,104984000,105211000,104926000,1.69105014
1770573300,105007000,105150000,105154000,104976000,1.21232506
1770573600,105139000,105391000,105404000,105126000,2.28943799
1770573900,105391000,105422000,105436000,105314000,1.69565418
1770574200,105421000,105365000,105487000,105365000,2.54242179
1770574500,105365000,105372000,105549000,105260000,1.85022474
1770574800,105380000,105334000,105488000,105251000,1.48768907
1770575100,105309000,105473000,105473000,105274000,0.70436329
1770575400,105476000,105790000,105790000,105464000,3.86597323
1770575700,105790000,105866000,106000000,105740000,3.8243668
1770576000,105860000,105874000,105931000,105719000,1.25268893
1770576300,105866000,105842000,105962000,105790000,1.74616536
1770576600,105854000,105649000,105860000,105617000,2.51885778
1770576900,105644000,105608000,105748000,105600000,0.90729463
1770577200,105603000,105710000,105823000,105595000,1.39758117
1770577500,105710000,105829000,105866000,105704000,0.41290964
1770577800,105828000,105806000,105840000,105656000,0.58023731
1770578100,105839000,105710000,105877000,105710000,1.65176521
1770578400,105736000,105746000,105823000,105672000,1.6255658
1770578700,105746000,105640000,105748000,105632000,0.56586081
1770579000,105662000,105543000,105723000,105543000,1.00812579
1770579300,105578000,105716000,105760000,105543000,1.54366347
1770579600,105734000,105716000,105787000,105678000,0.7700751
1770579900,105716000,105728000,105780000,105647000,2.42037773
1770580200,105752000,105974000,106000000,105724000,1.97540143
1770580500,105999000,105910000,106000000,105840000,6.46885715
1770580800,105911000,105401000,105926000,105249000,4.76086891
1770581100,105401000,105461000,105536000,105288000,1.87486355
1770581400,105463000,105442000,105466000,105390000,0.68997544
1770581700,105417000,105571000,105605000,105357000,1.7266859
1770582000,105566000,105512000,105601000,105510000,0.90497956
1770582300,105512000,105371000,105518000,105258000,2.17010785
1770582600,105373000,105439000,105455000,105289000,1.28323522
1770582900,105455000,105467000,105505000,105361000,1.13317379
1770583200,105438000,105450000,105530000,105406000,1.21746307
1770583500,105450000,105068000,105491000,105001000,8.09033036
1770583800,105056000,104884000,105158000,104874000,3.34105367
1770584100,104874000,105000000,105028000,104861000,4.48544854
1770584400,104993000,105086000,105116000,104905000,2.95755722
1770584700,105073000,105210000,105210000,105023000,3.20505564
1770585000,105213000,105314000,105343000,105161000,1.45853642
1770585300,105305000,105350000,105350000,105251000,0.99463623
1770585600,105351000,105410000,105430000,105223000,1.56899797
1770585900,105420000,105210000,105420000,105199000,4.45057576
1770586200,105210000,105096000,105250000,105045000,4.87837256
1770586500,105096000,104928000,105126000,104800000,3.21556426
1770586800,104928000,104998000,105017000,104898000,2.24263355
1770587100,104998000,104976000,105139000,104971000,2.70069011
1770587400,104976000,104800000,104976000,104679000,3.08440767
1770587700,104815000,104855000,104910000,104724000,2.20906048
1770588000,104855000,104904000,104915000,104842000,0.83876511
1770588300,104904000,104912000,105029000,104900000,2.82343084
1770588600,104912000,105021000,105097000,104906000,1.644207
1770588900,105066000,105220000,105236000,105002000,4.7494071
1770589200,105210000,105229000,105293000,105099000,2.22065195
1770589500,105230000,105117000,105253000,105106000,1.6366294
1770589800,105117000,105030000,105119000,105000000,2.90973909
1770590100,105028000,104939000,105049000,104818000,6.7442443
1770590400,104950000,105204000,105265000,104925000,3.67331598
1770590700,105205000,105302000,105304000,105187000,2.05684783
1770591000,105302000,105173000,105304000,105076000,3.98249029
1770591300,105172000,105400000,105420000,105108000,3.58159139
1770591600,105363000,105916000,105981000,105362000,10.04249645
1770591900,105915000,106590000,107021000,105901000,52.71470477
1770592200,106572000,105802000,106599000,105617000,16.1733874
1770592500,105802000,105611000,106033000,105600000,14.38284421
1770592800,105611000,104533000,105900000,104500000,21.37845343
1770593100,104522000,104835000,104998000,104490000,17.18144981
1770593400,104835000,104276000,104835000,104265000,13.19344742
1770593700,104277000,104281000,104584000,104090000,9.82633652
1770594000,104281000,104745000,104756000,104110000,8.24998314
